Record ID,Company Name,Industry,Carbon Emissions (MT),Water Usage (m^3),Energy Consumption (MWh),Waste Generation (MT),Recycling Rate (%),Supply Chain Sustainability Score,Employee Transportation Mode,Renewable Energy Use (%),Sustainability Training,Community Engagement Score,Sustainability Reporting Frequency,Eco-friendly Product Lines (%),Investment in Sustainability (USD),Third-party Sustainability Certification,Customer Feedback Score on Sustainability,Sustainable Packaging Initiatives,Likelihood of Achieving Sustainability Goals
3794.0,Company_3794,IT,7617.0,867717.0,34485.0,8841.0,75.91108113963583,55.0,Bike,39.58577468803955,No,79.0,Quarterly,69.8498137898155,2258821.0,Yes,97.0,1.0,0.819829612103137
3795.0,Company_3795,Pharmaceutical,17094.0,661519.0,23540.0,2370.0,34.13383001752182,60.0,Car,37.19428149221913,Yes,94.0,Annually,69.11383871373985,761125.0,No,98.0,1.0,0.9188455153975462
3796.0,Company_3796,IT,46575.0,322486.0,27347.0,17383.0,74.42224827202483,62.0,Public Transport,52.25819714360568,Yes,82.0,Bi-annually,56.52113262807815,3137646.0,Yes,62.0,3.0,0.0704740736910415
3797.0,Company_3797,IT,49637.0,804342.0,3526.0,3207.0,45.45468104033726,61.0,Car,41.74497478569029,No,64.0,Bi-annually,73.22158651160254,3056447.0,Yes,72.0,5.0,0.212981897990781
3798.0,Company_3798,Automobile,34303.0,850405.0,12438.0,1810.0,22.141323564886772,86.0,Walking,18.090478252344475,No,45.0,Bi-annually,64.16121594786208,640587.0,Yes,55.0,7.0,0.0082170247004926
3799.0,Company_3799,Electronics,39305.0,437059.0,46192.0,13490.0,53.20403511716557,62.0,Walking,11.88255908748968,Yes,82.0,Annually,66.79840372958799,1410278.0,No,67.0,8.0,0.2845440628924827
3800.0,Company_3800,Electronics,37334.0,143566.0,23306.0,3798.0,78.92594496480297,92.0,Walking,15.066160367260572,Yes,90.0,Annually,59.04778649440682,1491529.0,Yes,50.0,3.0,0.3131780040421608
3801.0,Company_3801,Textile,16261.0,405214.0,18507.0,10535.0,24.149938112185502,96.0,Bike,30.12281488909516,Yes,77.0,Annually,52.04005364827821,4496719.0,No,74.0,3.0,0.4120045981980624
3802.0,Company_3802,Food & Beverages,22304.0,429918.0,6595.0,9564.0,61.86079967980542,89.0,Car,76.3151749820739,Yes,93.0,Quarterly,44.90981244939214,1276577.0,No,86.0,3.0,0.5652665349793032
3803.0,Company_3803,Automobile,8088.0,756087.0,38673.0,5636.0,21.046808787505636,62.0,Public Transport,50.14561457530519,No,94.0,Annually,29.172571341411608,117736.0,Yes,58.0,3.0,0.4168209296146599
3804.0,Company_3804,Pharmaceutical,42530.0,416884.0,7384.0,12445.0,35.372132544221856,41.0,Car,54.95566555325386,No,61.0,Bi-annually,72.61889066069745,2080691.0,Yes,62.0,3.0,0.7334842392638062
3805.0,Company_3805,Food & Beverages,40282.0,864587.0,25534.0,3874.0,24.781549265310403,91.0,Car,44.43459199596647,Yes,67.0,Quarterly,18.20667364287765,958460.0,No,93.0,7.0,0.1869872145733554
3806.0,Company_3806,Textile,38050.0,657752.0,22688.0,7914.0,57.96023347999448,41.0,Walking,28.095443251939304,Yes,99.0,Bi-annually,75.38647975253015,1406957.0,No,59.0,2.0,0.5734802190734128
3807.0,Company_3807,Pharmaceutical,8245.0,525520.0,41758.0,15518.0,67.2076696278731,48.0,Car,52.33636653760325,No,44.0,Bi-annually,32.786075076079584,4199906.0,No,82.0,4.0,0.4227384561515419
3808.0,Company_3808,Electronics,41318.0,649320.0,24543.0,4818.0,41.63714244946702,92.0,Bike,27.26560760010084,Yes,57.0,Quarterly,61.27612508723067,2352035.0,Yes,95.0,5.0,0.0611753283194386
3809.0,Company_3809,IT,13379.0,526157.0,10397.0,8288.0,26.7726657969812,42.0,Walking,40.11202900850972,No,74.0,Bi-annually,26.54898063100921,2280304.0,No,76.0,3.0,0.2534090670679841
3810.0,Company_3810,IT,36253.0,470034.0,6296.0,13316.0,54.62853884133207,71.0,Public Transport,23.902989460249657,No,49.0,Annually,12.139379227440823,136703.0,No,57.0,2.0,0.8567806235259824
3811.0,Company_3811,Food & Beverages,3821.0,684036.0,6239.0,2306.0,66.87019373571954,69.0,Bike,61.05253944652997,Yes,42.0,Quarterly,51.53076743978525,1601449.0,No,88.0,3.0,0.8425124803892884
3812.0,Company_3812,Pharmaceutical,8196.0,230224.0,31220.0,3994.0,20.004112955764214,69.0,Car,39.4846835589261,Yes,84.0,Quarterly,66.99234611138195,677390.0,Yes,84.0,8.0,0.1532177788271805
3813.0,Company_3813,Automobile,20302.0,857476.0,25551.0,22799.0,69.80352355524904,72.0,Walking,50.20800172928161,Yes,87.0,Quarterly,18.120799624068557,2213523.0,Yes,89.0,1.0,0.1806779757051674
3814.0,Company_3814,IT,25514.0,732759.0,17894.0,16895.0,22.17603520584888,97.0,Walking,65.25354032330225,No,36.0,Annually,34.89457353624125,4775049.0,Yes,83.0,3.0,0.2601626780180274
3815.0,Company_3815,Pharmaceutical,13757.0,133906.0,21331.0,17652.0,79.81385636034312,42.0,Car,47.68422732138219,No,51.0,Quarterly,39.76374877426238,2973576.0,No,61.0,7.0,0.1064999865824818
3816.0,Company_3816,Automobile,24696.0,101712.0,35102.0,1199.0,42.17616332058246,46.0,Walking,46.08420173654142,No,69.0,Quarterly,23.69869478924086,1173581.0,Yes,95.0,4.0,0.3699218380221901
3817.0,Company_3817,Pharmaceutical,45816.0,529875.0,33220.0,21874.0,40.33278483554968,42.0,Walking,62.82741427605151,Yes,98.0,Bi-annually,13.15665719892226,3071244.0,No,81.0,1.0,0.6098443114047659
,,,,,,,,,,,,,,,,,,,
3819.0,Company_3819,Food & Beverages,32627.0,488873.0,32254.0,18090.0,67.77588480736972,96.0,Bike,43.88828376003031,Yes,73.0,Quarterly,77.73030754315143,4478643.0,Yes,62.0,2.0,0.6899690520105944
3820.0,Company_3820,Textile,43992.0,87902.0,5416.0,17178.0,67.50201487018563,82.0,Walking,68.89203317273868,Yes,41.0,Annually,30.149268534225733,3952789.0,No,83.0,4.0,0.726139409069748
3821.0,Company_3821,Automobile,21872.0,90772.0,21508.0,22211.0,70.11598642579037,52.0,Public Transport,51.03427884821748,Yes,98.0,Annually,12.987933025548214,3711221.0,Yes,89.0,3.0,0.7588526479796575
3822.0,Company_3822,Food & Beverages,28771.0,605768.0,18884.0,18935.0,25.001439415183828,83.0,Bike,31.783305594028537,No,92.0,Quarterly,46.53763240647101,117703.0,No,87.0,5.0,0.7703520725990057
3823.0,Company_3823,Electronics,9693.0,897332.0,11748.0,10547.0,58.83510617980384,80.0,Car,79.30890374015173,Yes,70.0,Annually,55.91809411492108,1052413.0,Yes,75.0,2.0,0.9058194744583656
3824.0,Company_3824,IT,41966.0,783340.0,20434.0,20195.0,55.36787433035966,84.0,Bike,53.78652389844884,No,66.0,Quarterly,52.20086133476619,3794618.0,No,84.0,2.0,0.0800750782713938
3825.0,Company_3825,Electronics,48118.0,660013.0,35668.0,16211.0,71.68978475948202,56.0,Bike,25.3188966975888,Yes,32.0,Bi-annually,38.67517149971302,3006548.0,No,88.0,5.0,0.7559248198965793
3826.0,Company_3826,Textile,10976.0,413951.0,33592.0,17908.0,71.21027713204126,42.0,Public Transport,39.98527006242705,Yes,48.0,Quarterly,35.21374928535508,1373119.0,No,83.0,0.0,0.2985368534391021
3827.0,Company_3827,IT,41981.0,830834.0,45351.0,17564.0,52.270596207095394,76.0,Public Transport,53.84688333887658,Yes,36.0,Quarterly,26.62996818211868,1741653.0,No,76.0,4.0,0.5615950349184978
3828.0,Company_3828,IT,26111.0,732074.0,30544.0,18979.0,61.24675268334245,60.0,Car,32.02116675514402,Yes,68.0,Quarterly,28.432140809688583,473659.0,No,58.0,3.0,0.7449315326978194
3829.0,Company_3829,Food & Beverages,39891.0,591561.0,8281.0,21850.0,20.33103643010916,52.0,Walking,51.64194877150784,Yes,35.0,Annually,77.1536716121223,2824486.0,No,76.0,1.0,0.1085020754964056
3830.0,Company_3830,Electronics,40473.0,897775.0,41802.0,19702.0,51.248480627928,48.0,Car,37.2485394036984,Yes,75.0,Bi-annually,11.959874445342892,3502527.0,No,54.0,1.0,0.6005930521795796
3831.0,Company_3831,IT,5170.0,310597.0,8556.0,18824.0,59.25227823480648,79.0,Walking,53.77302486743278,No,58.0,Bi-annually,15.76826428877572,4587782.0,Yes,84.0,2.0,0.6549864477891774
3832.0,Company_3832,Electronics,8325.0,749268.0,5449.0,21014.0,61.31745417346284,98.0,Public Transport,40.69434479976039,Yes,49.0,Annually,12.326600432167222,982070.0,No,81.0,4.0,0.2496360553124089
3833.0,Company_3833,Automobile,12399.0,502375.0,2955.0,16685.0,76.4906320815294,64.0,Bike,73.27259826661495,Yes,91.0,Quarterly,66.52106150038864,619513.0,No,86.0,2.0,0.7265863480577346
3834.0,Company_3834,IT,19565.0,654616.0,23522.0,9553.0,59.03641696167063,73.0,Car,64.34837320390344,Yes,37.0,Annually,50.45035049540451,3694834.0,Yes,59.0,1.0,0.1934329534943057
,,,,,,,,,,,,,,,,,,,
3836.0,Company_3836,Textile,40918.0,308992.0,3689.0,14234.0,47.52172213610585,42.0,Walking,46.7041222510118,Yes,92.0,Annually,22.7209272698153,3284500.0,No,73.0,1.0,0.3561782578700737
3837.0,Company_3837,IT,32510.0,145511.0,21119.0,19501.0,64.28402925420434,52.0,Car,60.330546392500914,Yes,62.0,Annually,67.3449401950263,1930995.0,Yes,71.0,6.0,0.1477125312438633
,,,,,,,,,,,,,,,,,,,
3839.0,Company_3839,Textile,25967.0,682430.0,31264.0,21110.0,67.92971752487674,42.0,Bike,68.0461176508295,Yes,63.0,Annually,29.695994968890407,2272107.0,Yes,97.0,5.0,0.4084484359939682
3840.0,Company_3840,Textile,39591.0,613983.0,30899.0,24640.0,32.26727353497584,56.0,Car,52.31804260646088,Yes,70.0,Annually,74.77020728674094,2948727.0,Yes,75.0,1.0,0.3694004557029688
3841.0,Company_3841,Automobile,31130.0,139185.0,42307.0,17073.0,43.83149331500484,70.0,Bike,78.70264448635452,Yes,99.0,Annually,10.550880055972089,253576.0,No,59.0,2.0,0.1680190073589764
3842.0,Company_3842,Textile,41544.0,88107.0,16847.0,14172.0,72.16338130267769,48.0,Car,24.995278262528544,No,35.0,Bi-annually,34.36650712992086,815326.0,Yes,53.0,4.0,0.4196386120464853
3843.0,Company_3843,IT,27680.0,434855.0,11743.0,21119.0,47.36753104475757,86.0,Walking,21.786325596724723,Yes,39.0,Bi-annually,12.84472906007838,2468473.0,Yes,59.0,4.0,0.8971208522420968
3844.0,Company_3844,Pharmaceutical,44881.0,318281.0,19938.0,3437.0,45.37004794904742,69.0,Bike,13.15834619426619,Yes,57.0,Annually,25.914240037731048,1697954.0,No,52.0,3.0,0.5679249671439756
3845.0,Company_3845,Food & Beverages,36431.0,538980.0,47037.0,6495.0,20.384934493218815,70.0,Car,16.38765210543029,Yes,76.0,Quarterly,75.7871123274416,3012250.0,Yes,96.0,3.0,0.3988797257624156
3846.0,Company_3846,Textile,21147.0,753901.0,32665.0,3617.0,32.845103182080386,68.0,Walking,64.03393204256277,Yes,55.0,Bi-annually,41.74937364602671,365730.0,Yes,80.0,1.0,0.8372912203447735
3847.0,Company_3847,Electronics,48423.0,652914.0,25243.0,2977.0,46.83074784001816,73.0,Car,27.16349933594148,Yes,60.0,Bi-annually,57.134002965645415,3184739.0,Yes,92.0,2.0,0.038536069227656
3848.0,Company_3848,Automobile,1088.0,290193.0,37086.0,8481.0,64.12950729563528,64.0,Public Transport,41.37027823127955,Yes,97.0,Quarterly,19.27297762537352,513281.0,Yes,81.0,4.0,0.8768497345694021
3849.0,Company_3849,Electronics,44190.0,281814.0,34433.0,22114.0,58.499802120192754,59.0,Car,17.06494464280867,No,80.0,Annually,63.88832895789216,869718.0,No,70.0,0.0,0.4608285511458141
3850.0,Company_3850,Electronics,21226.0,46039.0,21404.0,23952.0,67.42480578600492,48.0,Public Transport,24.45048416716133,No,81.0,Annually,32.102715379992965,3105683.0,No,51.0,7.0,0.9252847989514024
3851.0,Company_3851,Pharmaceutical,1694.0,622586.0,38710.0,9309.0,32.87638375614147,95.0,Bike,26.41596365152015,Yes,54.0,Annually,14.529836052481375,1673533.0,Yes,62.0,1.0,0.4670024441446865
3852.0,Company_3852,Textile,6197.0,133554.0,34203.0,10133.0,76.46444452799687,49.0,Public Transport,76.08273918009213,Yes,46.0,Annually,49.70840834315957,3528870.0,No,89.0,2.0,0.0166073544318597
3853.0,Company_3853,IT,31280.0,672003.0,39338.0,14903.0,47.22586727066488,65.0,Bike,39.48588353888167,No,74.0,Annually,47.53691299575131,4050991.0,No,72.0,3.0,0.4914893087411827
3854.0,Company_3854,Automobile,9551.0,401457.0,9343.0,20871.0,79.27824083252833,91.0,Public Transport,40.39164213689208,Yes,49.0,Bi-annually,49.62453439977313,3929415.0,Yes,71.0,1.0,0.8023381127055502
3855.0,Company_3855,Textile,12845.0,659317.0,32136.0,6971.0,53.32205136928202,51.0,Bike,46.85838712216832,Yes,36.0,Annually,29.927346425702865,3432596.0,No,79.0,4.0,0.7186590816986025
3856.0,Company_3856,Automobile,6890.0,359626.0,5559.0,19416.0,27.92628956039539,47.0,Bike,32.6989936146215,Yes,53.0,Bi-annually,11.991946716509492,1945143.0,No,70.0,4.0,0.7092696160770992
3857.0,Company_3857,Pharmaceutical,25180.0,322766.0,30225.0,17444.0,39.99554440940661,86.0,Car,26.46288504797456,No,72.0,Annually,74.35024590551441,3526740.0,Yes,50.0,4.0,0.5481287032336616
,,,,,,,,,,,,,,,,,,,
3859.0,Company_3859,Pharmaceutical,46373.0,796095.0,11665.0,1069.0,53.607004123187465,84.0,Car,72.19047318854496,Yes,47.0,Bi-annually,53.75421507706417,3146918.0,Yes,90.0,4.0,0.7164509100503651
3860.0,Company_3860,Automobile,33112.0,992326.0,41451.0,16650.0,74.74567635379393,56.0,Car,32.61400456777692,Yes,92.0,Bi-annually,10.465288699434051,3274926.0,Yes,63.0,4.0,0.0198298747815794
3861.0,Company_3861,Electronics,33133.0,326683.0,42881.0,9968.0,65.97352648117695,50.0,Walking,64.64620705319072,Yes,31.0,Bi-annually,71.40944470951594,3755152.0,No,94.0,5.0,0.62995914121979
3862.0,Company_3862,Electronics,16860.0,500777.0,41380.0,16829.0,65.19962299661333,40.0,Car,31.566591218899138,Yes,34.0,Quarterly,68.90599937841222,3098039.0,Yes,77.0,3.0,0.414076955164935
3863.0,Company_3863,Finannce,22671.0,-1000000.0,23701.0,16032.0,31.95795950767622,75.0,Bike,67.59572044038666,Yes,42.0,Bi-annually,76.3377422446721,1242429.0,No,64.0,6.0,0.1327059609363022
3864.0,Company_3864,Pharmaceutical,22097.0,628435.0,39561.0,20072.0,25.263198269024087,53.0,Public Transport,48.940874174666334,No,92.0,Bi-annually,68.97144092132676,759895.0,No,84.0,3.0,0.8650678918270466
3865.0,Company_3865,Textile,4189.0,491469.0,27166.0,8557.0,79.68367307903955,54.0,Walking,30.41858687984349,Yes,67.0,Bi-annually,72.67961294549804,2354511.0,No,83.0,6.0,0.1800283251411947
3866.0,Company_3866,Electronics,4712.0,830985.0,42689.0,11620.0,22.98790872795826,54.0,Bike,53.68100601959706,No,87.0,Annually,18.13039916728093,4151022.0,Yes,91.0,4.0,0.5917697421929117
3867.0,Company_3867,Textile,22143.0,791663.0,17018.0,563.0,32.8698337875547,97.0,Car,73.5149061970503,Yes,38.0,Annually,69.81092304012454,467047.0,Yes,77.0,3.0,0.6758670613602721
3868.0,Company_3868,Textile,45716.0,384724.0,7377.0,13607.0,67.65630616582537,62.0,Car,14.168301642181868,Yes,45.0,Annually,76.13675404340812,1571374.0,No,53.0,0.0,0.0176743120520638
3869.0,Company_3869,Food & Beverages,45991.0,552549.0,10549.0,12285.0,48.22250491273967,80.0,Public Transport,35.300597480833844,Yes,74.0,Annually,75.87015057225582,1986433.0,No,96.0,2.0,0.650721191556912
3870.0,Company_3870,Automobile,47469.0,176841.0,17230.0,22628.0,54.915167124399545,48.0,Public Transport,32.65854280999942,Yes,67.0,Annually,41.79865272913253,2470049.0,Yes,55.0,2.0,0.606805236047579
3871.0,Company_3871,Textile,45195.0,45264.0,37374.0,10767.0,70.06891240335916,94.0,Car,27.34243930894325,Yes,61.0,Bi-annually,56.8003308152123,4327523.0,Yes,75.0,2.0,0.6327872901277064
3872.0,Company_3872,Automobile,19773.0,136806.0,13747.0,7143.0,64.74522463843908,43.0,Bike,16.20944107547187,Yes,99.0,Bi-annually,76.71469436048038,3943829.0,Yes,76.0,0.0,0.2867910921762295
,,,,,,,,,,,,,,,,,,,
3874.0,Company_3874,Electronics,1065.0,966213.0,36194.0,5977.0,23.01460041309578,90.0,Walking,76.33370165432711,No,85.0,Bi-annually,38.67838648549188,3998920.0,No,98.0,2.0,0.2583584263523096
3875.0,Company_3875,Automobile,13107.0,629833.0,39549.0,10680.0,59.41128166522508,46.0,Public Transport,76.00151349521839,Yes,55.0,Bi-annually,29.530866447182543,2923076.0,Yes,95.0,6.0,0.4633992426215495
3876.0,Company_3876,Finannce,13964.0,-1000000.0,43263.0,18498.0,65.46386956708753,89.0,Bike,49.47697036591106,No,95.0,Bi-annually,51.61278122577061,968224.0,No,67.0,3.0,0.042727692823931
3877.0,Company_3877,Electronics,46047.0,637187.0,40477.0,20491.0,59.962091180233855,90.0,Public Transport,51.05549948385644,No,35.0,Bi-annually,16.515435627901105,1032317.0,No,50.0,2.0,0.171624183021262
3878.0,Company_3878,Automobile,47888.0,753198.0,20810.0,15487.0,25.04855050830019,77.0,Public Transport,69.77417158520394,No,94.0,Quarterly,45.958265273649694,1927769.0,Yes,52.0,3.0,0.2185738180353662
3879.0,Company_3879,IT,49489.0,927507.0,42920.0,24566.0,70.13308537020764,56.0,Car,46.676085825413374,Yes,93.0,Bi-annually,17.201528894712155,4476011.0,Yes,62.0,2.0,0.7194166844587714
3880.0,Company_3880,IT,42385.0,837549.0,15350.0,22084.0,72.4680674916705,66.0,Bike,37.06577441660114,No,66.0,Quarterly,73.39530124831012,406468.0,No,53.0,2.0,0.471286951908949
3881.0,Company_3881,Finannce,14845.0,-1000000.0,9369.0,12315.0,25.987922744670836,96.0,Public Transport,30.210896258639583,No,76.0,Quarterly,77.84272062894591,2664814.0,Yes,62.0,0.0,0.6130301578959138
3882.0,Company_3882,Food & Beverages,1239.0,24458.0,1616.0,3258.0,42.60078664604985,40.0,Car,36.51058533609206,Yes,49.0,Quarterly,12.241984468726317,928191.0,Yes,68.0,4.0,0.06388032829515
3883.0,Company_3883,Pharmaceutical,14406.0,843040.0,40018.0,7435.0,54.971355339933794,45.0,Car,16.638917637554922,Yes,83.0,Annually,47.06021294138205,3814588.0,Yes,90.0,6.0,0.7725950633153248
3884.0,Company_3884,Pharmaceutical,44142.0,80610.0,7729.0,22106.0,21.92243427840733,52.0,Public Transport,70.66383091463553,Yes,46.0,Bi-annually,77.22703662528713,2132408.0,Yes,85.0,5.0,0.6478246258123739
3885.0,Company_3885,Electronics,11853.0,966569.0,25603.0,615.0,56.19891970628622,40.0,Public Transport,34.92866727884907,No,42.0,Quarterly,19.13936643764102,3452806.0,Yes,77.0,0.0,0.2499981240254132
3886.0,Company_3886,Automobile,13414.0,509524.0,33603.0,13095.0,63.89804787334029,78.0,Walking,25.095976879256344,Yes,56.0,Quarterly,46.26993445515566,192530.0,Yes,61.0,3.0,0.4493477450867789
3887.0,Company_3887,Electronics,11539.0,783280.0,27793.0,24490.0,53.91122467649313,82.0,Bike,69.69706493886858,No,87.0,Annually,12.566701358197957,3729900.0,Yes,61.0,1.0,0.0465533395992947
3888.0,Company_3888,IT,34877.0,682724.0,47538.0,6235.0,40.525979592502864,55.0,Car,55.64641650982908,No,89.0,Annually,27.49213333321807,1642778.0,Yes,90.0,9.0,0.7076311878241692
3889.0,Company_3889,Food & Beverages,40367.0,933079.0,36148.0,19776.0,38.416365327426014,54.0,Walking,14.706612883024327,No,48.0,Annually,43.585662488672206,4104085.0,Yes,72.0,5.0,0.3899136002003186
3890.0,Company_3890,IT,42272.0,794751.0,16331.0,5452.0,34.03853021582462,82.0,Bike,66.47180276745928,Yes,85.0,Bi-annually,57.91945559576531,2794493.0,No,97.0,4.0,0.0540742786331822
3891.0,Company_3891,Electronics,25977.0,22307.0,16963.0,10987.0,32.61489400494473,97.0,Walking,63.37015041805722,Yes,95.0,Annually,52.18564371653661,340500.0,No,95.0,5.0,0.9538294695551456
3892.0,Company_3892,Textile,5070.0,809901.0,37250.0,799.0,29.98588899550352,58.0,Public Transport,49.204310156729136,No,68.0,Bi-annually,24.777675853750956,1868992.0,No,75.0,1.0,0.0810002556035796
3893.0,Company_3893,Food & Beverages,34059.0,80727.0,25309.0,1430.0,66.43615026489944,48.0,Public Transport,36.016255237729865,Yes,53.0,Annually,16.049080049061686,4033515.0,No,53.0,7.0,0.6767420544104762
3894.0,Company_3894,Automobile,44855.0,878140.0,21329.0,16630.0,41.6658456980116,74.0,Car,49.5250712265188,Yes,32.0,Bi-annually,27.822851320768017,1008777.0,No,70.0,0.0,0.7852575695976309
3895.0,Company_3895,Automobile,47232.0,699664.0,9556.0,17463.0,52.57452023034987,99.0,Public Transport,75.88046061894424,Yes,62.0,Bi-annually,15.425412916239395,1268324.0,No,51.0,0.0,0.856870377972845
3896.0,Company_3896,Food & Beverages,9462.0,227951.0,16599.0,7143.0,23.02554896834741,60.0,Bike,26.120577464428017,Yes,77.0,Annually,57.87517629120997,3812265.0,No,52.0,5.0,0.2495206145712395
3897.0,Company_3897,IT,30480.0,830229.0,14858.0,24244.0,24.828551849018098,97.0,Walking,17.041253088332216,Yes,57.0,Annually,10.84656789238323,4110109.0,No,57.0,3.0,0.1052398389306014
3898.0,Company_3898,Textile,7366.0,286958.0,27170.0,11430.0,43.13854605959946,43.0,Walking,60.2481103275169,Yes,84.0,Quarterly,37.05492573132182,3924469.0,Yes,93.0,3.0,0.2697575605646855
,,,,,,,,,,,,,,,,,,,
3900.0,Company_3900,Pharmaceutical,34588.0,609002.0,8251.0,17545.0,48.49607019715498,46.0,Public Transport,13.116124962852634,No,78.0,Quarterly,42.48144022487599,2716610.0,Yes,98.0,2.0,0.6060207003999194
3901.0,Company_3901,Food & Beverages,36492.0,715470.0,26459.0,24553.0,25.731791869446297,41.0,Bike,73.88892834205863,No,38.0,Quarterly,12.790154604559218,1194727.0,No,72.0,7.0,0.763321924625224
3902.0,Company_3902,Food & Beverages,29040.0,179343.0,24420.0,23517.0,51.51120484714627,81.0,Car,30.102808438954277,No,78.0,Quarterly,22.23853648827104,621363.0,No,73.0,4.0,0.3189795437483675
3903.0,Company_3903,Pharmaceutical,18464.0,975234.0,32127.0,19324.0,48.23411380327308,65.0,Car,71.54151013480444,Yes,88.0,Quarterly,31.580718617027117,3269395.0,Yes,83.0,1.0,0.8299160480449974
3904.0,Company_3904,Textile,41421.0,711535.0,45256.0,12872.0,38.75404200669867,75.0,Bike,17.534901231918795,No,85.0,Quarterly,59.803287849457625,4100683.0,Yes,68.0,4.0,0.087436622828891
3905.0,Company_3905,Food & Beverages,15399.0,344718.0,45182.0,23564.0,22.551478588771698,49.0,Car,10.178870945953994,No,54.0,Bi-annually,41.58407772754403,2821573.0,No,65.0,4.0,0.507185460969564
3906.0,Company_3906,Pharmaceutical,36762.0,425345.0,13769.0,13046.0,56.17923430287616,48.0,Walking,31.004202674463407,Yes,90.0,Bi-annually,71.51862219520424,2534282.0,No,99.0,5.0,0.3223080646854525
3907.0,Company_3907,Food & Beverages,9313.0,473174.0,44208.0,1602.0,32.87201351990973,58.0,Bike,59.06579281880179,Yes,75.0,Annually,13.599599244404576,292293.0,Yes,77.0,4.0,0.9487581781868816
3908.0,Company_3908,Food & Beverages,10963.0,918653.0,35417.0,6945.0,32.61144405521508,56.0,Walking,27.648909456454536,Yes,78.0,Quarterly,12.78859868719836,477180.0,Yes,90.0,4.0,0.6568592678617865
3909.0,Company_3909,Automobile,11174.0,480685.0,28845.0,12132.0,27.576580860577668,44.0,Car,51.28361380671177,No,92.0,Bi-annually,46.24116102005557,3971783.0,No,90.0,5.0,0.4237811079826648
3910.0,Company_3910,IT,5919.0,558023.0,25133.0,4819.0,66.24536919013028,68.0,Walking,48.04933402609828,Yes,53.0,Bi-annually,38.12734434156556,3909302.0,No,89.0,1.0,0.2472899217718526
3911.0,Company_3911,Electronics,33199.0,832756.0,12600.0,17463.0,22.15985606873718,64.0,Bike,48.49337659545101,No,57.0,Annually,51.006607850877245,3731930.0,No,61.0,1.0,0.458252416786774
3912.0,Company_3912,Electronics,44304.0,465486.0,3103.0,1416.0,48.08923373753323,53.0,Public Transport,17.131823656987603,Yes,77.0,Quarterly,43.11343528381899,1512121.0,Yes,53.0,8.0,0.826561855489653
,,,,,,,,,,,,,,,,,,,
3914.0,Company_3914,Automobile,23300.0,357005.0,18427.0,6125.0,40.05012670842537,58.0,Public Transport,74.5813696449025,Yes,99.0,Annually,27.53479969063193,1547469.0,No,96.0,3.0,0.075470290331414
3915.0,Company_3915,IT,24853.0,333363.0,38541.0,21816.0,42.16231517651373,88.0,Public Transport,43.35106901832864,Yes,54.0,Bi-annually,61.14742139043084,3579756.0,No,86.0,2.0,0.0499427744968162
3916.0,Company_3916,Pharmaceutical,19168.0,36256.0,29271.0,19600.0,45.118980262651554,64.0,Walking,15.281503479531732,Yes,93.0,Quarterly,62.2614545363402,887033.0,No,58.0,6.0,0.6361848595875675
3917.0,Company_3917,Automobile,16244.0,789810.0,45656.0,18439.0,69.01662169592696,43.0,Car,23.02764279969958,No,62.0,Annually,16.262677414239135,2158320.0,No,85.0,2.0,0.646558789211397
3918.0,Company_3918,Food & Beverages,46609.0,615707.0,17164.0,4975.0,56.27059543616218,69.0,Bike,70.27940356219175,Yes,66.0,Quarterly,38.83964283273104,670248.0,Yes,62.0,2.0,0.6187160442474835
3919.0,Company_3919,Pharmaceutical,7138.0,161748.0,23270.0,22215.0,75.13963151944449,87.0,Bike,51.69737703836196,Yes,75.0,Quarterly,53.27950895149144,2199957.0,Yes,85.0,2.0,0.4862581116058675
3920.0,Company_3920,Electronics,26908.0,106897.0,49156.0,8518.0,22.05200893386321,74.0,Public Transport,18.26776672006126,No,62.0,Bi-annually,72.68847120152905,1132477.0,Yes,86.0,2.0,0.1547169462318578
3921.0,Company_3921,Electronics,33014.0,639269.0,2323.0,3134.0,64.83799530344055,60.0,Bike,45.0999835459797,No,81.0,Bi-annually,51.16710774010087,111463.0,No,50.0,4.0,0.8533368128441089
3922.0,Company_3922,Automobile,20645.0,282365.0,25363.0,23352.0,78.29783118143504,55.0,Public Transport,40.280788827918784,Yes,71.0,Annually,73.29889827715672,3677394.0,No,75.0,1.0,0.4859073493303568
3923.0,Company_3923,Textile,35728.0,191781.0,38693.0,21416.0,32.345656365881986,86.0,Bike,68.97692604702087,No,30.0,Quarterly,33.06096379537439,1072006.0,Yes,90.0,4.0,0.2289217000644493
3924.0,Company_3924,Food & Beverages,21995.0,338410.0,18199.0,15584.0,26.86539938515466,47.0,Bike,74.01718702813591,No,30.0,Annually,47.36299991204397,2927471.0,No,70.0,3.0,0.58115532425603
3925.0,Company_3925,Pharmaceutical,42224.0,119510.0,13624.0,13883.0,34.3908145562655,44.0,Public Transport,30.78631462395503,Yes,40.0,Annually,24.583032255222395,3787842.0,No,86.0,1.0,0.527624172214158
3926.0,Company_3926,Electronics,34270.0,122782.0,8261.0,19321.0,30.41760385264503,51.0,Public Transport,42.40687270792239,Yes,34.0,Annually,35.048467380005825,1378909.0,No,73.0,5.0,0.604458083031144
3927.0,Company_3927,Automobile,29965.0,296727.0,19246.0,14334.0,67.59878817559334,67.0,Bike,74.10364744195563,Yes,83.0,Annually,55.80864575994603,298799.0,Yes,91.0,1.0,0.3371870433315567
